,Name,Overview,Genres,Origin Country,Origin Country Detailed,Original Language,Original Language Detailed,Original Name,First Air Date,Year,Total Fans,Combined Average Score,TMDB Popularity,TMDB Users,TMDB Vote Average,Anilist Users,Anilist Average Score,Source Material,Is Adult,TMDB ID,Anilist ID
2626,Bounty Dog,"In the future, mankind has colonized the bleak expanses of the moon. Cities now stand proudly where there was once only desolation and emptiness. But there are alien forces that do not want mankind to succeed and only one man can stop them. He is a member of the Bounty Dog Investigation Unit, a high-tech cybernetic mercenary team.","'Action', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,ãƒã‚¦ãƒ³ãƒ†ã‚£ãƒ»ãƒ‰ãƒƒã‚°,1/10/1994,1994,538,48.92750929,0.6,1,10,537,49,Original,FALSE,97419,1811
2627,Mega Man,"Mega Man is a Japanese-American animated television series multi-produced by Capcom Productions, Ruby-Spears Productions, Ashi Productions and Ocean Productions and is based on the game series of the same name. The TV series began on September 11, 1994 and ended on December 10, 1995 and was aired on many syndicated stations at the time. 2 seasons were produced with a third season planned, but the show was cancelled despite respectably high ratings due to budget constraints.",,Japan & Others,"'USA', 'Japan'",English,English,Mega Man,11/9/1994,1994,6,7.5,3.421,6,7.5,,,,TRUE,1323,
2628,Ogre Slayer,,'Action',Japan Only,'Japan',Japanese,Japanese,é¬¼åˆ‡ä¸¸,9/9/1994,1994,403,56,1.702,0,0,403,56,,FALSE,45319,3913
2629,Yamato Takeru,,"'Action', 'Adventure', 'Fantasy', 'Mecha', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,ãƒ¤ãƒžãƒˆã‚¿ã‚±ãƒ«,4/9/1994,1994,385,60,0.735,0,0,385,60,Original,FALSE,22519,4773
2630,Super Pig,"One fateful day, Karin, a junior-high student, found what she thought was an injured piglet. However, the piglet was just exhausted from hunger. After the piglet regained his health by eating Karin's apple, he revealed that he is a prince, Tonrariano III, from a planet called Booringo. Tonrariano wanted to reward Karin for helping him and so he transformed her into a pig with superpowers. Karin was not at all pleased with the gift because she wanted to become a pretty superheroine like ""Cutey Chao"" (a parody of Cutey Honey), not Super Pig. Reluctantly, she became more interested in her role as Super Pig when she found out that she can turn into someone like ""Cutey Chao"" if she can collect 108 pearls through doing good deeds for other people.","'Adventure', 'Comedy', 'Fantasy', 'Mahou Shoujo', 'Romance'",Japan Only,'Japan',Japanese,Japanese,æ„›ã¨å‹‡æ°—ã®ãƒ”ãƒƒã‚°ã‚¬ãƒ¼ãƒ«ã€€ã¨ã‚“ã§ã¶ãƒ¼ã‚Šã‚“,3/9/1994,1994,1080,63.94722222,0.625,1,7,1079,64,Manga,FALSE,71961,2041
2631,Homeroom Affairs,,'Ecchi',Japan Only,'Japan',Japanese,Japanese,ä»–äººã®é–¢ä¿‚,26/8/1994,1994,375,56,0.6,0,0,375,56,Manga,FALSE,115853,4451
2632,The Adventures of Huck Finn,"We begin our adventure by the banks of the Mississippi River, where we see life through the eyes of a young boy named Huck Finn. Huck is a resourceful and spirited lad who knows how to survive on his own. He flees his father, and travels with Jim (a runaway black boy). He learns much about life from Jim.

Tom Sawyer is a mischevieous adventure hungry boy who has a zest for life. He's a true romantic at heart, but not above a little trickery to get his own way, or to get out of work. Tom's life really starts to become complicated when he meets Huck. Together with Jim, they begin a series of adventures.",'Adventure',Japan Only,'Japan',Japanese,Japanese,ãƒãƒƒã‚¯ãƒ«ãƒ™ãƒªãƒ¼ãƒ»ãƒ•ã‚£ãƒ³ç‰©èªž,26/8/1994,1994,193,60,0.6,0,0,193,60,Others,FALSE,71448,4800
2633,Macross Plus,"Macross Plus is a four-episode anime OVA and theatrical movie in the Macross series. It was the first sequel to the original Macross television series that took place in the official timeline. Plus was a groundbreaking combination of traditional cel and computer-generated animation at the time of its release, paving the way for the incorporation of more computer-generated imagery in Japanese Animation.

Both the OVA series and movie were released in Japan by Bandai Visual and in North America and Europe by Manga Entertainment. The Australian VHS version was released by Manga Entertainment and the DVD version by Madman Entertainment under sub-license from Manga Entertainment. It features several new mecha designs inspired by the original series.","'Action', 'Drama', 'Mecha', 'Music', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,ãƒžã‚¯ãƒ­ã‚¹ãƒ—ãƒ©ã‚¹,25/8/1994,1994,6331,73.82036013,2.813,17,7.1,6314,74,Original,FALSE,21733,474
2634,Kizuna,"Ranmaru and Kei have a strong and passionate relationship built on years of trust, sacrifice and love. But when the mysterious son of a Yakuza boss begins to pursue Ranmaru's affection, tempers flare, and hidden emotions rise to the surface. Will Ranmaru and Kei's love survive, or will the emotional conflict finally come to a head?","'Drama', 'Romance'",Japan Only,'Japan',Japanese,Japanese,KIZUNA~çµ†~,12/8/1994,1994,912,54.94627193,0.705,1,6,911,55,Manga,FALSE,44121,733
2635,Dragon Pink: Tale of Three Kitties,"When a slave girl dons the Cursed Panties of Torijama, the world of fantasy suddenly becomes a whole lot sexier. Based on the comics by Itoyoko, Dragon Pink is the story of four adventurers out for danger, treasure, and a good time: the slave girl Pink, now destined to be a sexually overcharged catwoman; Santa, the talented swordsman; Pias, the elf sorceress with magic where you wouldn't believe; and Bobo, the big warrior with the big axe.

And the mayhem's just stared with Pink and company up against bad guys who all have permanent plans for her and her party. Trouble, disaster, and dismay are in store, as well as plenty of good stuff, too. The trouble is living long enough to get there.","'Action', 'Adventure', 'Comedy', 'Fantasy', 'Hentai'",Japan Only,'Japan',Japanese,Japanese,ãƒ‰ãƒ©ã‚´ãƒ³ãƒ”ãƒ³ã‚¯,5/8/1994,1994,522,53,0.6,0,0,522,53,Manga,TRUE,103117,1331
2636,Tekkaman Blade II,"Ten years have passed since the end of Tekkaman Blade, and a new generation of Tekkaman must confront a powerful new enemy while rebuilding their forces. The main character this time is Yumi Francois, a young and bumbling mechanic who proves the unlikely third candidate for the elite Tekkaman fighting trio. Thrust into battle with very little training, she must earn the trust and confidence of her teammates if she is to succeed and survive.","'Action', 'Adventure', 'Drama', 'Mecha', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,å®‡å®™ã®é¨Žå£«ãƒ†ãƒƒã‚«ãƒžãƒ³ãƒ–ãƒ¬ãƒ¼ãƒ‰ II,21/7/1994,1994,508,54.90944882,3.058,1,9,507,55,,FALSE,20565,1460
2637,Metal Fighter Miku,Metal Fighter Miku is a 13-episode Japanese animated television series created by Daisaku Ogawa. Metal Fighter Miku first aired on TV Tokyo from July to September 1994. J.C.Staff was the animation studio for the TV series.,"'Comedy', 'Sci-Fi', 'Sports'",Japan Only,'Japan',Japanese,Japanese,ãƒ¡ã‚¿ãƒ«ãƒ•ã‚¡ã‚¤ã‚¿ãƒ¼â™¥MIKU,8/7/1994,1994,755,53,3.532,0,0,755,53,Original,FALSE,19197,1175
2638,Iria: Zeiram the Animation,"Iria: Zeiram the Animation is a six episode original video animation anime series produced by Ashi Productions and directed by TetsurÅ Amino. The series serves as a prequel to the original live-action film Zeiram, taking place several years earlier when the female bounty hunter protagonist Iria is still a rookie and detailing the events surrounding her first encounter with the unstoppable Zeiram. This does somewhat contradict the films, which imply that Iria's first encounter with Zeiram was in the first film.",,Japan Only,'Japan',Japanese,Japanese,ã‚¤ãƒ»ãƒªãƒ»ã‚¢ ã‚¼ã‚¤ãƒ©ãƒ  the Animation,23/6/1994,1994,3,7.7,2.882,3,7.7,,,,TRUE,43341,
2639,Seven Cities Story: Arctic Front,"In 2099, Earth has shifted off its axis and begins to rotate at an angle of 90% to the 20th-century equator. Three years of natural disasters follows, and when things settle down, Earth's ten billion population has died and only two million moon colonists remain.

Some return to begin the repopulation of the world in seven new cities and the remaining colonists of the moon fear that their former neighbors might pose a threat and construct a ring of defensive satellites to trap them on the newly repopulated homeworld.","'Drama', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,ä¸ƒéƒ½å¸‚ç‰©èªž ï½žåŒ—æ¥µæµ·æˆ¦ç·šï½ž,22/6/1994,1994,504,57,1.414,0,0,504,57,Others,FALSE,53205,4617
2640,Combustible Campus Guardress,"Combustible Campus Guardress is an anime Original Video Animation. The English name ""Combustible Campus Guardress"" was originally coined by members of the Project Daicon subtitling group when they did the fansub for No-Name Anime.

The plot involves students from Tobira High School, who are guardians that must prevent the evil ""Remnants"" from reopening the gate that will let demons take over the world. Predominately a parody of other ""save the world"" anime, there are fight scenes throughout the story. It is not suitable for children.","'Action', 'Comedy', 'Fantasy', 'Supernatural'",Japan Only,'Japan',Japanese,Japanese,çˆ†ç‚ŽCAMPUSã‚¬ãƒ¼ãƒ‰ãƒ¬ã‚¹,27/5/1994,1994,491,55.90224033,0.6,1,8,490,56,Original,FALSE,45508,2023
2641,Genocyber,"As the nations of the world begin to merge, world peace is threatened by the private armies of individual corporations. The Kuryu Group has just discovered a weapon that will tip world power in their favor. The Genocyber: a nightmarish combination of cybernetics and psychic potential. Many desire to control this monstrosity, but can its hatred be contained... Battle erupts, and the cyberpunk world of the future is about to explode with violence.","'Action', 'Horror', 'Mecha', 'Psychological', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,ã‚¸ã‚§ãƒŽã‚µã‚¤ãƒãƒ¼ è™šç•Œã®é­”ç£,24/5/1994,1994,4163,52.97766034,3.433,2,6.5,4161,53,Manga,FALSE,80237,2775
2642,Mobile Fighter G Gundam,"In the year Future Century 60, the Earth's elite have departed from the polluted planet to live in orbiting space colonies, each nation with its own. The commoners live in the damaged communities left behind. To avoid real war, the world's governments have established a tournament to decide for a time who will control the world called the Gundam Fight.","'Action', 'Adventure', 'Comedy', 'Drama', 'Mecha', 'Romance'",Japan Only,'Japan',Japanese,Japanese,æ©Ÿå‹•æ­¦é—˜ä¼Gã‚¬ãƒ³ãƒ€ãƒ ,22/4/1994,1994,7381,72.95542609,3.147,5,7.2,7376,73,Original,FALSE,30093,96
2643,The Legend of Snow White,"The Legend of Snow White is a Japanese anime series produced by Tatsunoko Production and based on the European fairy tale. Directed by Tsuneo Ninomiya and using a screenplay written by JinzÅ Toriumi, the series premiered on NHK on April 6, 1994 and ran for 52-episodes until its conclusion on March 29, 1995.

The series uses two pieces of theme music: one opening theme, ""Heart no mori e tsuretette"" by Miki Sakai with Red Dolphins, and one ending theme, ""Folk Dance"" by Mebae Miyahara.","'Adventure', 'Fantasy', 'Romance'",Japan Only,'Japan',Japanese,Japanese,ç™½é›ªå§«ã®ä¼èª¬,6/4/1994,1994,359,60.85793872,2.258,1,10,358,61,,FALSE,44377,3809
2644,Red Baron,"In the year 2050 the world population is crazy about the ""Metal Fight"", a competition where people compete in battles featuring giant robots. An organization called Iron Mask is planning on transforming Metal Fight competitors and their robots into weapons, and tries to kidnap Shoko Saeba, a robot programmer who created the Red Baron, which uses a feedback system. Ken Kurenai is able to protect Sally and the Red Baron, and becomes Metal Fight World Champion in the process. Iron Mask then decides to send out their forces to take Ken and the Red Baron out forever.","'Mecha', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,ãƒ¬ãƒƒãƒ‰ãƒãƒ­ãƒ³,5/4/1994,1994,482,61.89004149,3.482,1,9,481,62,Original,FALSE,34090,2283
2645,Soccer Fever,"Soccer Fever is an anime produced by Tokyo Movie Shinsha, RAI and TMS-Kyokuchi, it was broadcast by NHK and RAI. This anime is part of Eisei Anime Gekijou. In Italy it is known as I ragazzi del mundial.",'Sports',Japan & Others,"'Japan', 'Italy'",English,English,Soccer Fever,4/4/1994,1994,129,57,2.309,0,0,129,57,,FALSE,34184,10774
2646,Montana Jones,"The series takes place in the 1930s and is about the adventures of Montana Jones, who goes treasure hunting with his cousin Alfred Jones and the beautiful reporter Melissa Thorn. They visit real locations and cities like the Pyramids of Giza, the Taj Mahal, Istanbul or Easter Island. Frequently they cross paths with Lord Zero - a rich, eccentric art lover and master thief.","'Adventure', 'Comedy'",Japan Only,'Japan',Japanese,Japanese,ãƒ¢ãƒ³ã‚¿ãƒŠãƒ»ã‚¸ãƒ§ãƒ¼ãƒ³ã‚º,2/4/1994,1994,257,59,5.191,0,0,257,59,Original,FALSE,19613,3313
2647,Final Fantasy: Legend of the Crystals,"200 years after Bartz and his friends saved two worlds from the threat of Exdeath, a threat arises and seeks to take the Crystals for itself. Linaly, a descendant of Bartz, and her friend/protector Pretz journey to the Temple Of Wind to seek the source of this new danger.","'Action', 'Adventure', 'Comedy', 'Fantasy'",Japan Only,'Japan',Japanese,Japanese,ãƒ•ã‚¡ã‚¤ãƒŠãƒ«ãƒ•ã‚¡ãƒ³ã‚¿ã‚¸ãƒ¼,21/3/1994,1994,1307,53.93114002,2.687,2,9,1305,54,Video Game,FALSE,67037,426
2648,New Cutie Honey,"Cosplay City is in danger when the evil Dolmeck shows up. Commanding his army of monsters, he plans on destroying everything. Only one person can stop this: Cutey Honey. After she is released from her dormancy, Honey Kisaragi becomes the multi-transformational android Cutey Honey. However, the least is expected when Honey is faced with an old enemy from the past: Panther Zora.","'Action', 'Adventure', 'Comedy', 'Ecchi', 'Mahou Shoujo', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,æ–°ãƒ»ã‚­ãƒ¥ãƒ¼ãƒ†ã‚£ãƒ¼ãƒãƒ‹ãƒ¼,21/3/1994,1994,1669,62.89754344,3.018,3,6,1666,63,Manga,FALSE,23313,2497
2649,Marmalade Boy,"Miki's parents come home from their vacation to announce that they are getting a divorce. But what is more shocking is that they have switched partners with another couple! And to top things off, this other couple has a handsome son, Yuu, who Miki begins to develop feelings for. To make things more disturbing, everyone moves into one house. What will everyone think about Miki's family lifestyle?","'Comedy', 'Drama', 'Romance', 'Slice of Life'",Japan Only,'Japan',Japanese,Japanese,ãƒžãƒžãƒ¬ãƒ¼ãƒ‰ãƒ»ãƒœãƒ¼ã‚¤,13/3/1994,1994,4955,68.93884965,9.409,5,8.4,4950,69,Manga,FALSE,35507,334
2650,Growing Up with Hello Kitty,Hello Kitty and her sister Mimmy learn important lessons from their loving parents and friends.,,Japan Only,'Japan',Japanese,Japanese,ãƒãƒ­ãƒ¼ã‚­ãƒ†ã‚£ã¨ã„ã£ã—ã‚‡,21/2/1994,1994,0,0,0.6,0,0,,,,TRUE,106094,
2651,å‹‡è€…è­¦å¯Ÿã‚¸ã‚§ã‚¤ãƒ‡ãƒƒã‚«ãƒ¼,"Brave Police J-Decker is the fifth series of the anime television meta Brave series which aired in Japan during 1994 and 1995. Brave Police J-Decker returns the series to a subtly lighter tone, focusing more on the concept of ""robot as human-built AI construct"" emphasized by the previous season's series, The Brave Express Might Gaine. The series takes place in the fictional city of Nanamagari City.","'Action', 'Adventure', 'Mecha', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,å‹‡è€…è­¦å¯Ÿã‚¸ã‚§ã‚¤ãƒ‡ãƒƒã‚«ãƒ¼,5/2/1994,1994,615,72,1.963,0,0,615,72,Original,FALSE,17691,5075
2652,Dirty Pair Flash,"Kei and Yuri were originally junior auxiliary agents in the Worlds Works and Welfare Agency (W.W.W.A. or 3WA for short) when the two were paired together under the codename ""Lovely Angels."" Kei was coming off her fourth probation for something she had done, and Yuri's dating exploits were common knowledge, not to mention the two had an instant dislike for each other when they met. At first, Kei and Yuri refused to work with each other, and Kei even resigned from the 3WA. Afterwards, the two continued to work together, although they earned their nickname, ""the Dirty Pair"" because of all the collateral damage the two (unintentionally) cause in the completion of their cases. And even though the two now get along with one another, they continue to bicker and complain to each other.","'Action', 'Adventure', 'Comedy', 'Ecchi', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,ãƒ€ãƒ¼ãƒ†ã‚£ãƒšã‚¢FLASH,21/1/1994,1994,1140,60.24350877,3.536,16,7.1,1124,61,Others,FALSE,97421,1802
2653,Pure Love Gang of Shonan,"Follows the adventures of Eikichi Onizuka and Ryuji Danma together known as Oni-Baku, Shonan's strongest fighting duo as they try to lose their virginities, while trying to survive through high-school. The series is considered the prequel to GTO showing Onizuka as a teenager before he became the world's greatest teacher","'Action', 'Comedy'",Japan Only,'Japan',Japanese,Japanese,æ¹˜å—ç´”æ„›çµ„ï¼,21/1/1994,1994,5560,70.97690647,0.88,2,6.8,5558,71,Manga,FALSE,45070,1913
2654,Tico of the Seven Seas,"Tico of the Seven Seas is a Japanese anime series by Nippon Animation. It is about a girl of eleven with her best friend Tico, a female orca.","'Adventure', 'Slice of Life'",Japan Only,'Japan',Japanese,Japanese,ä¸ƒã¤ã®æµ·ã®ãƒ†ã‚£ã‚³,16/1/1994,1994,740,68,3.725,0,0,740,68,Original,FALSE,34160,3199
2655,Lil' Red Riding Hood Cha-Cha,"Cha Cha is a cute little girl who is training to be a good magician. She was raised by her teacher Seravi, who is considered the world's greatest magician. Cha Cha almost always gets strange or disastrous results whenever she uses her magic, so she practices a lot. Cha Cha then embarks on a quest with her friends to find out about her real identity and her real family.","'Adventure', 'Comedy', 'Fantasy', 'Mahou Shoujo', 'Romance'",Japan Only,'Japan',Japanese,Japanese,èµ¤ãšãã‚“ãƒãƒ£ãƒãƒ£,7/1/1994,1994,1630,69.95889571,1.271,1,3,1629,70,Manga,FALSE,34179,103
2656,Please Save My Earth,,"'Drama', 'Romance', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,ã¼ãã®åœ°çƒã‚’å®ˆã£ã¦,17/12/1993,1993,2582,66.9763749,1.2,1,6,2581,67,Manga,FALSE,65967,526
2657,Black Jack,"Kuroo Hazama, also known as ""Black Jack,"" is a legend in the medical world. Famous for being one of the best, as well as not having a license, Hazama and his assistant Pinoko save countless lives that other doctors cannot... for a price; an exorbitant price, in fact, which causes many to view the genius as greedy and heartless. Despite these claims, however, none can deny his skill and the lengths that he will go to treat his patients. This dark medical drama tells the story of the ominous and mysterious world of underground medicine as Black Jack risks his life to cure some of the most bizarre diseases imaginable, even if it means breaking every law in the process.","'Action', 'Adventure', 'Drama', 'Mystery', 'Supernatural'",Japan Only,'Japan',Japanese,Japanese,ãƒ–ãƒ©ãƒƒã‚¯ãƒ»ã‚¸ãƒ£ãƒƒã‚¯,12/12/1993,1993,5080,75.98641732,1.021,1,7,5079,76,Manga,FALSE,30083,1520
2658,Super Dimension Century Orguss 02,"ORGUSS 02 is a six-part anime series made in 1993-94 as a sequel to ""Super Dimension Century Orguss""","'Adventure', 'Mecha', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,è¶…æ™‚ç©ºä¸–ç´€ã‚ªãƒ¼ã‚¬ã‚¹02,5/12/1993,1993,602,63.90863787,0.6,1,9,601,64,Original,FALSE,96740,2090
2659,Time Bokan: Royal Revival,"The villainous casts of the original Time-Bokan series compete to win the right to appear in this program, daring to employ all their mean, make-shift and frivolous tricks. The winners get to display their idiotic, yet appealing performances in the mystic Tatsunokon Kingdom program.","'Action', 'Comedy', 'Mecha', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,ã‚¿ã‚¤ãƒ ãƒœã‚«ãƒ³çŽ‹é“å¾©å¤,26/11/1993,1993,424,56,1.206,0,0,424,56,,FALSE,44243,4578
2660,JoJo's Bizarre Adventure,"Based on the long-running manga by Hirohiko Araki, the first OVA series follows Joseph Joestar and his 17-year-old grandson Jotaro as they attempt to finish the family blood feud against the immortal vampire Dio. Joseph and Jotaro have gathered several mystical warriors each with powers representing one card from The Stand (a variation of Tarot cards), with Jotaro having powers over the strongest Stand - the Star Platinum. Dio himself has gathered Stand warriors and together they face off for the sake of Jotaro's mother Holly and domination of the world.","'Action', 'Adventure', 'Drama', 'Horror', 'Supernatural'",Japan Only,'Japan',Japanese,Japanese,ã‚¸ãƒ§ã‚¸ãƒ§ã®å¥‡å¦™ãªå†’é™º,19/11/1993,1993,12800,70.92417969,9.876,15,6.3,12785,71,Manga,FALSE,60862,666
2661,Aoki Densetsu Shoot!,"Toshihiko Tanaka is a boy who entered Kakegawa High School with  his friends Kenji &amp; Kazuhiro, in order to play soccer with Yoshiharu  Kubo, a great soccer player whom they have idolized. While his other  two friends were reluctant to play again, ""Toshi"" eventually convinces  them to play for the team. The team soon find themselves in the midst of  a quest to the All-Japan High School Championship, while overcoming  obstacles along the way.","'Action', 'Comedy', 'Drama', 'Romance', 'Sports'",Japan Only,'Japan',Japanese,Japanese,è’¼ãä¼èª¬ã€€ã‚·ãƒ¥ãƒ¼ãƒˆï¼,7/11/1993,1993,1333,68.81095274,4.447,4,6,1329,69,Manga,FALSE,34173,1327
2662,Ghost Sweeper GS Mikami,"Overdevelopment and crowding in Japan has forced many of its indigenous spirits and ghosts to lose their homes. Due to problems caused by the homeless spirits, a new profession was created, the Ghost Sweepers (GS). Private exorcists for hire, they serve only the highest bidder to survive in the cutthroat corporate world. Among this, the Mikami GS Company, led by 20-year-old Reiko Mikami and her two assistants, the 17-year-old boy Tadao Yokoshima and the ghost girl Okinu, is said to be the best.","'Comedy', 'Supernatural'",Japan Only,'Japan',Japanese,Japanese,ã‚´ãƒ¼ã‚¹ãƒˆã‚¹ã‚¤ãƒ¼ãƒ‘ãƒ¼GSç¾Žç¥ž,4/11/1993,1993,1616,68.84430693,7.367,4,6.1,1612,69,Manga,FALSE,46390,2400
2663,ä»£ç´‹ï¼œã‚¨ãƒ³ãƒ–ãƒ¬ãƒ ï¼žTAKE2,,"'Action', 'Drama'",Japan Only,'Japan',Japanese,Japanese,ä»£ç´‹ï¼œã‚¨ãƒ³ãƒ–ãƒ¬ãƒ ï¼žTAKE2,25/10/1993,1993,350,62,0.6,0,0,350,62,Manga,FALSE,112900,9837
2664,THE COCKPIT,A World War II anthology based on Leiji Matsumoto's Battlefield manga.,"'Action', 'Drama'",Japan Only,'Japan',Japanese,Japanese,ã‚¶ãƒ»ã‚³ã‚¯ãƒ”ãƒƒãƒˆ,22/10/1993,1993,1911,68.93406593,0.991,2,6,1909,69,Manga,FALSE,65983,2500
2665,Slam Dunk,"Sakuragi Hanamichi is a junior high punk used to getting into fights and being rejected by girls but upon entering high school he meets the girl of his dreams, Haruko Akagi. He will do anything in order to win her heart including joining the school basketball team that is aiming to conquer the nation lead by Haruko's brother. The problem is that Sakuragi has never played basketball before and a freshman sensation is stealing the spotlight and Haruko's affection from him.","'Comedy', 'Drama', 'Slice of Life', 'Sports'",Japan Only,'Japan',Japanese,Japanese,ã‚¹ãƒ©ãƒ ãƒ€ãƒ³ã‚¯,16/10/1993,1993,25086,80.73068644,39.823,435,8.8,24651,82,Manga,FALSE,42573,170
2666,Jungle no Ouja Taa-chan,,"'Action', 'Comedy'",Japan Only,'Japan',Japanese,Japanese,ã‚¸ãƒ£ãƒ³ã‚°ãƒ«ã®çŽ‹è€…ã‚¿ãƒ¼ã¡ã‚ƒã‚“,14/10/1993,1993,353,63,0.6,0,0,353,63,Manga,FALSE,70850,3418
2667,The Pink Panther,"The Pink Panther is a 1993 animated television series. It was credited as a co-production of Metro-Goldwyn-Mayer Animation, Mirisch-Geoffrey DePatie-Freleng and United Artists and distributed by Claster Television. This is the only The Pink Panther in the TV series not to distributed by MGM Television, though MGM still owns The Pink Panther.",,Japan & Others,"'Japan', 'Jordan', 'USA'",English,English,The Pink Panther,11/9/1993,1993,23,6.7,10.5,23,6.7,,,,TRUE,14693,
2668,Muka Muka Paradise,,"'Adventure', 'Comedy'",Japan Only,'Japan',English,English,Muka Muka Paradise,4/9/1993,1993,307,63.63192182,1.443,2,7.5,305,64,,FALSE,44269,4086
2669,8 Man After,"Private detective Hazama Itsuru is hired by Professor Tani to investigate a cyborg parts theft which eventually leads him to meet Sachiko Yokogawa, the original 8 Man's love interest. Living her new life working for the Biotecho Corp., Sachiko finds herself involved with a new 8 Man, who appears after Hazama is fatally wounded by an unknow cyborg. Amidst a violent urban background with cyber-junkies creating chaos around the city, this other 8 Man will fight criminals in a more agressive way.",'Sci-Fi',Japan Only,'Japan',Japanese,Japanese,ã‚¨ã‚¤ãƒˆãƒžãƒ³ AFTER,21/8/1993,1993,533,58.9043152,1.847,1,8,532,59,Manga,FALSE,67104,1344
2670,Battle Angel,"Battle Angel, known in Japan as Gunnm (éŠƒå¤¢ Ganmu), is an original video animation based on the Battle Angel Alita manga by Yukito Kishiro. The OVA comprises two episodes, Rusty Angel and Tears Sign, that serve as a compressed preview for the manga.","'Action', 'Drama', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,éŠƒå¤¢ Gunnm,21/6/1993,1993,7044,65.97414821,5.413,3,5.3,7041,66,Manga,FALSE,71999,1016
2671,Mega Man: Upon a Star,"Japan is in grave danger!

Megaman must prevent Dr. Wily from destroying Japan as we know it. But how?

With a little knowledge of Japanese culture and geography, Megaman and his pals will try to stay one step ahead od the mad scientist. But will they be able to defeat Dr. Wily in time to save children's day? Or to avert the worst typhoon in history? Or to keep Mt. Fuji from erupting again?

Don't miss this trio of terrific adventures! This volume includes these action-packed episodes: 'Appearance in Japan,' 'Wish Upon a Star,' and 'Future Beware.'

Megaman, we're counting on you!","'Action', 'Adventure', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,ãƒ­ãƒƒã‚¯ãƒžãƒ³ æ˜Ÿã«é¡˜ã„ã‚’,8/6/1993,1993,476,59.88655462,0.636,1,6,475,60,,FALSE,77405,1854
2672,Legendary Brave Swordsman Yaiba,"Kurogane Yaiba is a boy who doesn't want to become what any regular kid would: A samurai. That's why he undergoes a hard training with his father, knowing only the forest as his world. Then, one day, he is sent to Japan, where he has to deal with a whole new civilized reality, meeting the Mine family, the evil Onimaru and even the legendary Musashi, having lots of dangerous adventures, becoming stronger everyday.","'Action', 'Comedy', 'Fantasy'",Japan Only,'Japan',Japanese,Japanese,å‰£å‹‡ä¼èª¬ï¼¹ï¼¡ï¼©ï¼¢ï¼¡,9/4/1993,1993,937,65.87299893,5.95,2,6.5,935,66,Manga,FALSE,23451,2335
2673,Shippuu! Iron Leaguer,"ShippÅ«! Iron Leaguer is an anime television series produced by Sunrise. Directed by TetsurÅ Amino and featuring mecha designs by Kunio Okawara, it premiered on TV Tokyo on April 6, 1993 and ended its run on March 29, 1994, spanning a total of 52 episodes.","'Mecha', 'Sci-Fi', 'Sports'",Japan Only,'Japan',Japanese,Japanese,ç–¾é¢¨! ã‚¢ã‚¤ã‚¢ãƒ³ãƒªãƒ¼ã‚¬ãƒ¼,6/4/1993,1993,253,62.75494071,2.353,1,1,252,63,Original,FALSE,45058,2758
2674,Mobile Suit V Gundam,"It is the Universal Century, year 153. The Zanscare Empire, which rules almost all of Side 2, has declared its independence from the old government, the hollow and corrupt Earth Federation. Under the justification of creating a new, space-based order, it has begun an invasion of Earth; and Point Kasarelia, the illegal residence area in Eastern Europe where Ãœso Ewin and Shahkti Kareen live, is no exception. As they are caught in the fighting between Zanscare and the opposing resistance organization, the League Militaire, fate draws Ãœso and his friends into the midst of battle.","'Drama', 'Mecha', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,æ©Ÿå‹•æˆ¦å£«Vã‚¬ãƒ³ãƒ€ãƒ ,2/4/1993,1993,3778,63.98544203,4.379,1,9,3777,64,Original,FALSE,25797,89
2675,"From Today, It's My Turn!!","This story follows the adventures of Takashi and Itou. At first  they are enemies but soon become friends. They are may seem like normal  students, but really aren't all that normal. They are the two known  trouble makers. They get into many fights with people.",'Comedy',Japan Only,'Japan',Japanese,Japanese,ä»Šæ—¥ã‹ã‚‰ä¿ºã¯!!,1/4/1993,1993,4068,76.96558505,2.805,2,7,4066,77,Manga,FALSE,66041,851
2676,Dragon Half,"Mink, a half human/half dragon teenage girl is on a quest for a potion which will turn her into a full human so that she can win the love of the legendary dragon slayer Dick Saucer.","'Comedy', 'Fantasy'",Japan Only,'Japan',Japanese,Japanese,ãƒ‰ãƒ©ã‚´ãƒ³ãƒãƒ¼ãƒ•,26/3/1993,1993,2468,63.95461912,1.046,2,8,2466,64,Manga,FALSE,34780,870
